id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
112859704,,1000.0,1000.0,1000.0, 36 months,9.93,32.24,B,B2,Secretary,5 years,MORTGAGE,25000.0,Verified,Jul-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112859704,,other,Other,463xx,IN,31.54,0.0,Apr-2004,665.0,669.0,1.0,,,8.0,0.0,2322.0,40.7,27.0,w,0.0,0.0,1095.5296043184,1095.53,1000.0,95.53,0.0,0.0,0.0,Aug-2018,709.2,,Mar-2019,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,54208.0,0.0,6.0,0.0,1.0,23.0,51886.0,114.0,1.0,2.0,2322.0,106.0,5700.0,3.0,0.0,1.0,3.0,6776.0,678.0,77.4,0.0,0.0,159.0,147.0,11.0,11.0,0.0,34.0,,2.0,,0.0,1.0,1.0,1.0,7.0,16.0,2.0,11.0,1.0,8.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,51040.0,54208.0,3000.0,45340.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
112443800,,20000.0,20000.0,20000.0, 36 months,20.0,743.28,D,D4,NRS,5 years,RENT,52000.0,Verified,Jul-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112443800,,debt_consolidation,Debt consolidation,971xx,OR,45.72,0.0,Sep-2010,680.0,684.0,1.0,,,9.0,0.0,23911.0,67.7,23.0,w,0.0,0.0,24466.572064570697,24466.57,20000.0,4466.57,0.0,0.0,0.0,Oct-2018,13938.42,,Mar-2019,764.0,760.0,0.0,,1.0,Joint App,109000.0,23.28,Verified,0.0,0.0,109849.0,0.0,3.0,1.0,4.0,11.0,85938.0,50.0,0.0,2.0,7352.0,63.0,35300.0,2.0,2.0,3.0,6.0,12205.0,4054.0,82.6,0.0,0.0,81.0,54.0,14.0,11.0,0.0,14.0,,3.0,,0.0,4.0,5.0,4.0,5.0,13.0,6.0,10.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,132850.0,109849.0,23300.0,97550.0,30732.0,630.0,634.0,May-2007,1.0,0.0,8.0,69.2,2.0,7.0,0.0,0.0,59.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
113044514,,5200.0,5200.0,5200.0, 36 months,5.32,156.6,A,A1,Designer,5 years,RENT,85000.0,Not Verified,Jul-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113044514,,credit_card,Credit card refinancing,773xx,TX,17.02,0.0,Feb-2002,765.0,769.0,0.0,,,14.0,0.0,6127.0,20.9,22.0,w,0.0,0.0,5342.7668725742,5342.77,5200.0,142.77,0.0,0.0,0.0,Jan-2018,4561.31,,Mar-2019,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,42703.0,0.0,6.0,1.0,3.0,9.0,36576.0,71.0,1.0,1.0,3708.0,53.0,29300.0,2.0,1.0,2.0,4.0,3050.0,23073.0,21.0,0.0,0.0,130.0,185.0,7.0,7.0,0.0,7.0,,4.0,,0.0,5.0,5.0,7.0,10.0,11.0,8.0,11.0,5.0,14.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,80693.0,42703.0,29200.0,51393.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
112064170,,10000.0,10000.0,10000.0, 36 months,18.06,361.83,D,D2,Customer Service ,< 1 year,RENT,35000.0,Source Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112064170,,debt_consolidation,Debt consolidation,076xx,NJ,22.84,0.0,Apr-2014,665.0,669.0,0.0,,,6.0,0.0,3174.0,62.2,6.0,w,5110.87,5110.87,7226.57,7226.57,4889.13,2337.44,0.0,0.0,0.0,Mar-2019,361.83,Apr-2019,Mar-2019,639.0,635.0,0.0,,1.0,Individual,,,,0.0,0.0,26139.0,1.0,2.0,1.0,2.0,2.0,22965.0,96.0,0.0,2.0,1409.0,90.0,5100.0,3.0,0.0,8.0,4.0,4357.0,1172.0,67.4,0.0,0.0,22.0,38.0,21.0,2.0,0.0,21.0,,2.0,,0.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,29063.0,26139.0,3600.0,23963.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
112499566,,8000.0,8000.0,8000.0, 36 months,13.59,271.84,C,C2,Team Lead,3 years,RENT,37440.0,Source Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112499566,,credit_card,Credit card refinancing,100xx,NY,17.97,1.0,Dec-2006,675.0,679.0,1.0,22.0,,13.0,0.0,10036.0,45.4,16.0,w,2951.73,2951.73,6424.72,6424.72,5048.27,1376.45,0.0,0.0,0.0,Mar-2019,271.84,Apr-2019,Mar-2019,699.0,695.0,0.0,25.0,1.0,Individual,,,,0.0,0.0,23213.0,2.0,5.0,0.0,1.0,24.0,11549.0,72.0,3.0,3.0,5156.0,58.0,22100.0,0.0,0.0,2.0,5.0,1934.0,11464.0,46.7,0.0,0.0,127.0,117.0,6.0,3.0,0.0,6.0,22.0,2.0,22.0,2.0,4.0,4.0,5.0,6.0,7.0,7.0,8.0,4.0,13.0,0.0,0.0,0.0,4.0,37.5,0.0,0.0,0.0,39811.0,23213.0,21500.0,16083.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
112444316,,5000.0,5000.0,5000.0, 36 months,12.62,167.56,C,C1,Truck Driver,10+ years,MORTGAGE,69000.0,Verified,Jul-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112444316,,debt_consolidation,Debt consolidation,336xx,FL,24.24,0.0,Sep-2002,685.0,689.0,3.0,30.0,,26.0,0.0,25743.0,41.7,51.0,w,2455.56,2455.56,3347.69,3347.69,2544.44,803.25,0.0,0.0,0.0,Mar-2019,167.56,Apr-2019,Mar-2019,684.0,680.0,0.0,30.0,1.0,Individual,,,,0.0,0.0,117488.0,5.0,3.0,0.0,3.0,18.0,7412.0,38.0,5.0,9.0,4578.0,41.0,61800.0,0.0,12.0,3.0,12.0,4700.0,18905.0,50.0,0.0,0.0,173.0,177.0,2.0,2.0,3.0,4.0,,0.0,,1.0,6.0,8.0,11.0,21.0,10.0,21.0,36.0,8.0,26.0,0.0,0.0,0.0,5.0,98.0,40.0,0.0,0.0,203216.0,33155.0,37800.0,19416.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
84133300,,9600.0,9600.0,9600.0, 36 months,15.59,335.57,C,C5,HR Coordinator,3 years,MORTGAGE,83000.0,Verified,Jun-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=84133300,,credit_card,Credit card refinancing,782xx,TX,17.71,0.0,Apr-1991,660.0,664.0,2.0,36.0,,27.0,0.0,19174.0,44.5,34.0,w,981.0,981.0,11065.5,11065.5,8619.0,2446.5,0.0,0.0,0.0,Mar-2019,335.57,Apr-2019,Mar-2019,679.0,675.0,0.0,36.0,1.0,Individual,,,,0.0,1555.0,72207.0,4.0,1.0,0.0,0.0,55.0,1857.0,13.0,9.0,12.0,3300.0,36.0,43100.0,0.0,0.0,3.0,12.0,2777.0,12860.0,47.1,0.0,0.0,66.0,302.0,0.0,0.0,3.0,3.0,,0.0,,1.0,9.0,19.0,9.0,11.0,2.0,25.0,28.0,19.0,27.0,0.0,0.0,0.0,9.0,94.1,11.1,0.0,0.0,124726.0,21031.0,24300.0,14626.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
81377734,,30000.0,30000.0,30000.0, 60 months,13.49,690.15,C,C2,Building Principal,4 years,MORTGAGE,67000.0,Verified,Jun-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=81377734,,debt_consolidation,Debt consolidation,656xx,MO,27.15,0.0,Nov-2000,725.0,729.0,0.0,,,16.0,0.0,28490.0,57.6,27.0,w,0.0,0.0,38202.8274494172,38202.83,30000.0,8202.83,0.0,0.0,0.0,Dec-2018,148.23,,Mar-2019,814.0,810.0,0.0,,1.0,Individual,,,,0.0,0.0,237261.0,0.0,6.0,0.0,1.0,14.0,43924.0,74.0,1.0,2.0,15328.0,67.0,49500.0,0.0,0.0,0.0,3.0,15817.0,7428.0,75.3,0.0,0.0,129.0,144.0,10.0,10.0,2.0,26.0,,14.0,,0.0,3.0,7.0,4.0,7.0,10.0,8.0,14.0,7.0,16.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,286106.0,72414.0,30100.0,59126.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
81443683,,8000.0,8000.0,8000.0, 36 months,9.75,257.2,B,B3,Mortgage Consultant,1 year,RENT,50000.0,Source Verified,Jun-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=81443683,,debt_consolidation,Debt consolidation,077xx,NJ,12.96,0.0,Feb-2007,700.0,704.0,0.0,,,7.0,0.0,9820.0,62.5,8.0,w,0.0,0.0,9075.4754876049,9075.48,8000.0,1075.48,0.0,0.0,0.0,May-2018,3421.41,,Feb-2019,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,13390.0,0.0,1.0,0.0,1.0,22.0,3570.0,39.0,0.0,3.0,2966.0,54.0,15700.0,0.0,0.0,0.0,4.0,1913.0,5880.0,62.5,0.0,0.0,22.0,111.0,15.0,15.0,0.0,15.0,,19.0,,0.0,5.0,5.0,6.0,6.0,1.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,24880.0,13390.0,15700.0,9180.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
80529415,,6000.0,6000.0,6000.0, 36 months,7.39,186.34,A,A4,Cost Accountant,2 years,MORTGAGE,77000.0,Not Verified,Jun-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=80529415,,home_improvement,Home improvement,986xx,WA,18.45,0.0,Jun-2001,745.0,749.0,0.0,,,14.0,0.0,16036.0,45.3,28.0,w,0.0,0.0,6473.6009864916,6473.6,6000.0,473.6,0.0,0.0,0.0,Sep-2017,3867.3,,Mar-2019,769.0,765.0,0.0,,1.0,Individual,,,,0.0,0.0,316771.0,0.0,5.0,0.0,2.0,13.0,22448.0,54.0,1.0,2.0,9188.0,50.0,35400.0,0.0,2.0,1.0,5.0,22627.0,8159.0,65.6,0.0,0.0,157.0,179.0,9.0,9.0,3.0,40.0,,9.0,,0.0,3.0,4.0,4.0,9.0,8.0,8.0,16.0,4.0,14.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,360322.0,38484.0,23700.0,41422.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77589041,,20000.0,20000.0,20000.0, 36 months,7.39,621.12,A,A4,Nurse Manager,9 years,MORTGAGE,88000.0,Verified,Jun-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77589041,,debt_consolidation,Debt consolidation,980xx,WA,8.45,0.0,May-2002,695.0,699.0,2.0,65.0,,7.0,0.0,28912.0,63.8,21.0,f,0.0,0.0,22362.7903693029,22362.79,20000.0,2362.79,0.0,0.0,0.0,Mar-2019,2466.45,Apr-2019,Mar-2019,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,316937.0,2.0,1.0,1.0,1.0,5.0,5245.0,91.0,1.0,2.0,12284.0,67.0,45300.0,1.0,2.0,3.0,3.0,45277.0,8382.0,65.5,0.0,0.0,125.0,168.0,6.0,5.0,4.0,6.0,,2.0,,0.0,3.0,4.0,3.0,5.0,4.0,5.0,13.0,4.0,7.0,0.0,0.0,0.0,2.0,95.2,33.3,0.0,0.0,360765.0,34157.0,24300.0,5765.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79081491,,40000.0,40000.0,40000.0, 60 months,25.44,1184.4,F,F2,Network Engineer,5 years,RENT,102000.0,Verified,Jun-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79081491,,debt_consolidation,Debt consolidation,300xx,GA,23.49,0.0,Sep-2002,700.0,704.0,0.0,,,7.0,0.0,42900.0,98.4,11.0,f,0.0,0.0,18752.08,18752.08,5159.0,10676.28,59.22,2857.58,514.3644,Sep-2017,1184.4,,Feb-2019,554.0,550.0,0.0,,1.0,Individual,,,,0.0,0.0,75945.0,1.0,3.0,1.0,1.0,6.0,33045.0,47.0,1.0,1.0,30232.0,86.0,43600.0,0.0,1.0,0.0,2.0,10849.0,0.0,100.3,0.0,0.0,163.0,142.0,12.0,6.0,0.0,12.0,,,,0.0,3.0,4.0,3.0,4.0,6.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,94953.0,75945.0,42000.0,51353.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Sep-2018,BROKEN,May-2018,16718.22,45.0,18.0
78269727,,21000.0,21000.0,21000.0, 60 months,15.31,503.02,C,C5,Transition Coordinator,5 years,RENT,74873.0,Verified,Jun-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78269727,,other,Other,799xx,TX,27.2,0.0,Nov-2000,690.0,694.0,1.0,,,11.0,0.0,12320.0,58.1,25.0,w,0.0,0.0,9540.7,9540.7,2757.49,2757.87,0.0,4025.34,724.5612,May-2017,503.02,,Sep-2017,509.0,505.0,0.0,,1.0,Individual,,,,0.0,0.0,76297.0,0.0,3.0,0.0,4.0,13.0,63977.0,88.0,0.0,1.0,5299.0,74.0,21200.0,0.0,1.0,1.0,5.0,8477.0,1845.0,86.4,0.0,0.0,123.0,186.0,19.0,13.0,0.0,19.0,,1.0,,0.0,3.0,5.0,3.0,5.0,13.0,8.0,12.0,5.0,11.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,92730.0,76297.0,13600.0,71530.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
80750590,,7975.0,7975.0,7975.0, 36 months,19.99,296.34,D,D5,groundsmen,10+ years,MORTGAGE,47000.0,Not Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=80750590,,debt_consolidation,Debt consolidation,141xx,NY,25.28,0.0,Jun-2003,660.0,664.0,1.0,47.0,,6.0,0.0,7008.0,61.0,14.0,f,0.0,0.0,8528.5800004437,8528.58,7975.0,553.58,0.0,0.0,0.0,Sep-2016,7661.7,,Oct-2016,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,104945.0,2.0,2.0,1.0,1.0,1.0,28358.0,81.0,2.0,2.0,4581.0,61.0,11500.0,0.0,0.0,2.0,4.0,17490.0,4500.0,102.0,0.0,0.0,111.0,25.0,3.0,1.0,3.0,7.0,,1.0,,0.0,1.0,3.0,1.0,1.0,8.0,3.0,3.0,3.0,6.0,,0.0,0.0,3.0,100.0,100.0,0.0,0.0,121403.0,35366.0,4500.0,34903.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79551804,,4000.0,4000.0,4000.0, 36 months,10.75,130.49,B,B4,Pharmacy Technician ,5 years,OWN,19000.0,Source Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79551804,,debt_consolidation,Debt consolidation,444xx,OH,37.46,0.0,Dec-2009,680.0,684.0,0.0,42.0,,8.0,0.0,5692.0,41.5,10.0,w,0.0,0.0,4416.0510177976,4416.05,4000.0,416.05,0.0,0.0,0.0,Aug-2017,7.25,,Mar-2019,699.0,695.0,0.0,42.0,1.0,Individual,,,,0.0,0.0,34409.0,0.0,2.0,0.0,0.0,36.0,1065.0,10.0,0.0,2.0,1692.0,27.0,13700.0,0.0,0.0,0.0,2.0,4301.0,308.0,84.6,0.0,0.0,77.0,57.0,23.0,23.0,1.0,55.0,,24.0,,1.0,1.0,5.0,1.0,1.0,2.0,5.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,90.0,100.0,0.0,0.0,54119.0,6757.0,2000.0,11173.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79371002,,6000.0,6000.0,6000.0, 36 months,8.39,189.1,B,B1,Caregiver,< 1 year,RENT,32000.0,Not Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79371002,,credit_card,Credit card refinancing,850xx,AZ,22.99,0.0,Jan-2011,715.0,719.0,2.0,,,9.0,0.0,8904.0,49.3,12.0,w,374.25,374.25,6426.6,6426.6,5625.75,800.85,0.0,0.0,0.0,Mar-2019,189.1,Apr-2019,Mar-2019,614.0,610.0,0.0,,1.0,Individual,,,,0.0,0.0,26001.0,0.0,1.0,0.0,0.0,28.0,17097.0,65.0,0.0,2.0,4100.0,59.0,18700.0,1.0,0.0,2.0,2.0,2889.0,5193.0,67.8,0.0,0.0,48.0,64.0,13.0,13.0,0.0,13.0,,1.0,,0.0,4.0,5.0,6.0,8.0,2.0,8.0,10.0,5.0,9.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,45205.0,26001.0,13900.0,26505.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76935965,,25000.0,25000.0,25000.0, 60 months,11.47,549.44,B,B5,Credit Analyst,10+ years,MORTGAGE,105000.0,Source Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76935965,,credit_card,Credit card refinancing,452xx,OH,35.21,1.0,Jul-1985,705.0,709.0,0.0,,,15.0,0.0,77872.0,65.0,35.0,w,11991.49,11991.49,19215.03,19215.03,13008.51,6206.52,0.0,0.0,0.0,Mar-2019,549.44,Apr-2019,Mar-2019,744.0,740.0,0.0,17.0,1.0,Individual,,,,0.0,101.0,253852.0,0.0,3.0,1.0,1.0,8.0,22855.0,48.0,0.0,1.0,8805.0,65.0,119500.0,0.0,1.0,1.0,2.0,16923.0,11160.0,51.0,0.0,0.0,155.0,369.0,21.0,3.0,7.0,21.0,,8.0,,0.0,5.0,11.0,8.0,8.0,10.0,11.0,21.0,11.0,15.0,,0.0,1.0,1.0,100.0,40.0,0.0,0.0,349695.0,61702.0,55800.0,47195.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78993581,,9925.0,9925.0,9675.0, 36 months,9.16,316.36,B,B2,Scientic ,9 years,OWN,93000.0,Source Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78993581,,debt_consolidation,Debt consolidation,018xx,MA,23.9,1.0,Oct-1995,660.0,664.0,0.0,4.0,,8.0,0.0,18310.0,68.3,31.0,w,632.9,616.96,10759.43,10488.41,9292.1,1451.51,15.82,0.0,0.0,Mar-2019,316.36,Apr-2019,Mar-2019,694.0,690.0,1.0,27.0,1.0,Individual,,,,0.0,65.0,557792.0,0.0,1.0,0.0,0.0,46.0,20970.0,,1.0,3.0,6913.0,68.0,26800.0,0.0,0.0,1.0,6.0,69724.0,1390.0,92.3,0.0,0.0,247.0,147.0,12.0,12.0,6.0,17.0,33.0,9.0,4.0,7.0,3.0,4.0,4.0,9.0,9.0,6.0,16.0,4.0,8.0,0.0,0.0,0.0,1.0,58.6,75.0,0.0,0.0,624264.0,39280.0,18000.0,70908.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78369801,,9275.0,9275.0,9275.0, 36 months,14.46,319.08,C,C4,Eligibility Specialist,6 years,RENT,41096.0,Source Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78369801,,debt_consolidation,Debt consolidation,112xx,NY,16.89,0.0,Apr-2006,665.0,669.0,0.0,33.0,,14.0,0.0,7257.0,49.0,28.0,f,630.31,630.31,10858.59,10858.59,8644.69,2213.9,0.0,0.0,0.0,Mar-2019,319.08,Apr-2019,Mar-2019,569.0,565.0,0.0,33.0,1.0,Individual,,,,0.0,0.0,22686.0,1.0,2.0,0.0,1.0,13.0,12805.0,100.0,2.0,7.0,1884.0,75.0,14800.0,0.0,1.0,0.0,9.0,1620.0,261.0,94.6,0.0,0.0,114.0,120.0,6.0,6.0,0.0,6.0,,14.0,40.0,6.0,4.0,10.0,4.0,6.0,9.0,11.0,17.0,10.0,14.0,0.0,0.0,0.0,3.0,69.2,100.0,0.0,0.0,30290.0,22686.0,4800.0,12866.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78689136,,1000.0,1000.0,1000.0, 36 months,17.27,35.79,D,D2,Personnel Specialist,7 years,RENT,60000.0,Verified,May-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78689136,,moving,Moving and relocation,322xx,FL,26.78,0.0,Jul-2008,695.0,699.0,0.0,,,9.0,0.0,1142.0,18.4,22.0,w,0.0,0.0,852.05,852.05,549.22,237.2,0.0,65.63,11.8134,Mar-2018,35.79,,Sep-2018,529.0,525.0,0.0,,1.0,Individual,,,,0.0,0.0,58957.0,1.0,3.0,2.0,4.0,5.0,57815.0,91.0,1.0,2.0,446.0,79.0,6200.0,0.0,9.0,2.0,6.0,6551.0,3947.0,16.0,0.0,0.0,70.0,93.0,8.0,5.0,0.0,8.0,,11.0,,0.0,2.0,3.0,3.0,3.0,12.0,6.0,10.0,3.0,8.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,71864.0,58957.0,4700.0,65664.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78418459,,5000.0,5000.0,5000.0, 36 months,7.39,155.28,A,A4,CUSTOMER SERVICE SUPERVISOR,7 years,MORTGAGE,53393.0,Not Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78418459,,home_improvement,Home improvement,377xx,TN,17.32,0.0,Jan-1993,735.0,739.0,1.0,32.0,80.0,9.0,2.0,2274.0,13.1,36.0,w,0.0,0.0,5370.599908244,5370.6,5000.0,370.6,0.0,0.0,0.0,Jul-2017,3354.01,,Aug-2018,779.0,775.0,0.0,74.0,1.0,Individual,,,,0.0,0.0,139651.0,3.0,1.0,3.0,3.0,4.0,25416.0,98.0,1.0,2.0,1276.0,63.0,17300.0,0.0,5.0,1.0,5.0,17456.0,14598.0,12.6,0.0,0.0,279.0,223.0,5.0,4.0,3.0,5.0,,4.0,,1.0,3.0,4.0,3.0,7.0,18.0,6.0,14.0,4.0,9.0,0.0,0.0,0.0,4.0,91.7,0.0,0.0,0.0,184417.0,27914.0,16700.0,26000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78168680,,12000.0,12000.0,12000.0, 36 months,9.75,385.8,B,B3,used car director,5 years,MORTGAGE,110000.0,Not Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78168680,,debt_consolidation,Debt consolidation,651xx,MO,21.1,0.0,Dec-2004,725.0,729.0,0.0,,,10.0,0.0,23908.0,72.2,23.0,w,0.0,0.0,13599.6292458424,13599.63,12000.0,1599.63,0.0,0.0,0.0,Feb-2018,5849.92,,Nov-2018,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,118948.0,0.0,4.0,1.0,3.0,10.0,29146.0,67.0,0.0,0.0,3396.0,69.0,33100.0,1.0,3.0,0.0,3.0,11895.0,1397.0,79.5,0.0,0.0,84.0,136.0,27.0,10.0,2.0,93.0,,10.0,,0.0,3.0,5.0,3.0,5.0,11.0,5.0,10.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,172152.0,53054.0,6800.0,43602.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79131199,,1500.0,1500.0,1500.0, 36 months,11.99,49.82,C,C1,Actress/Dancer,10+ years,RENT,31000.0,Not Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79131199,,small_business,Business,914xx,CA,20.09,0.0,Feb-1986,760.0,764.0,1.0,,,10.0,0.0,4725.0,16.5,17.0,f,97.94,97.94,1696.37,1696.37,1402.06,294.31,0.0,0.0,0.0,Mar-2019,49.82,Apr-2019,Mar-2019,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,16778.0,2.0,2.0,1.0,3.0,9.0,12053.0,67.0,2.0,4.0,4034.0,36.0,28600.0,0.0,1.0,1.0,7.0,1678.0,12775.0,27.0,0.0,0.0,51.0,362.0,4.0,4.0,0.0,4.0,,4.0,,0.0,4.0,4.0,4.0,8.0,5.0,8.0,12.0,4.0,10.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,46548.0,16778.0,17500.0,17948.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
